act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
"nr. 763-X, 3 septembrie 2026",09.09.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Scrisorii de modificare la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”,Împrumut,BERD,,435-438,,https://monitorul.gov.md/ro/monitor/3336
"nr. 188, 24 august 2026",09.09.2026,Lege,Lege pentru ratificarea Scrisorii de modificare la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”,Împrumut,BERD,,435-438,,https://monitorul.gov.md/ro/monitor/3336
"nr. 273, 18 august 2026",04.09.2026,Ordin,"Ordin cu privire la semnarea și intrarea în vigoare a Amendamentului nr. 1, semnat la Chișinău la 29 iulie 2026, la Acordul pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”, semnat la Chișinău la 2 martie 2026",Grant,FICR,29.07.2026,420-423,,https://monitorul.gov.md/ro/monitor/3331
"nr. 147, 24 august 2026",02.09.2026,Ordin,Ordin cu privire la aducerea la cunoştinţa publică a datei intrării în vigoare a Acordului de colaborare dintre Instituţia Publică Organizaţia pentru Dezvoltarea Antreprenoriatului şi Programul Naţiunilor Unite pentru Dezvoltare pentru implementarea proiectului „Comunităţi reziliente prin abilitarea femeilor”,Asistență tehnică,PNUD,,407-409,,https://monitorul.gov.md/ro/monitor/3327
"nr. 741-X, 21 august 2026",25.08.2026,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Amendamentului la Acordurile de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare a sistemului electroenergetic,Împrumut,AID,,390-393,,https://monitorul.gov.md/ro/monitor/3322
"nr. 715-X, 5 august 2026",13.08.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”,Împrumut,BEI,,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 442, 12 august 2026",13.08.2026,Hotărâre,"Hotărâre cu privire la aprobarea Amendamentului nr. 1, semnat la Chișinău la 29 iulie 2026, la Acordul pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”, semnat la Chișinău la 2 martie 2026",Grant,FICR,29.07.2026,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 155, 30 iulie 2026",13.08.2026,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”,Împrumut,BEI,,375-378,,https://monitorul.gov.md/ro/monitor/3318
"nr. 716-X, 5 august 2026",06.08.2026,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM) și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM)",Împrumut,BIRD / AID,,359-362,,https://monitorul.gov.md/ro/monitor/3314
"nr. 430, 5 august 2026",06.08.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de colaborare dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Programul Națiunilor Unite pentru Dezvoltare pentru implementarea proiectului „Comunități reziliente prin abilitarea femeilor”,Asistență tehnică,PNUD,,359-362,,https://monitorul.gov.md/ro/monitor/3314
"nr. 157, 30 iulie 2026",06.08.2026,Lege,"Lege pentru ratificarea Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM) și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM)",Împrumut,BIRD / AID,,359-362,,https://monitorul.gov.md/ro/monitor/3314
"nr. 49, 24 iulie 2026",04.08.2026,Ordin,"Ordin cu privire la comunicarea publică a datei intrării în vigoare a Acordului de grant investițional dintre Republica Moldova, Banca Europeană de Investiții și Unitatea Consolidată pentru Implementarea și Monitorizarea Proiectelor în domeniul Energeticii privind implementarea Proiectului „Eficiența energetică în Republica Moldova”",Grant,BEI,,355-358,,https://monitorul.gov.md/ro/monitor/3313
"nr. 384, 29 iulie 2026",31.07.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare pentru realizarea Proiectului „Moldova – Proiect de alimentare durabilă cu apă (irigații)” și împuternicirea delegației oficiale pentru negocieri,Împrumut,BERD,,351-354,,https://monitorul.gov.md/ro/monitor/3312
"nr. 700-X, 27 iulie 2026",30.07.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea proiectului „Reabilitarea și modernizarea școlilor din Moldova”,Împrumut,BEI,,347-350,,https://monitorul.gov.md/ro/search
"nr. 416, 29 iulie 2026",30.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Amendamentului nr. 1 la Acordul pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”, semnat la Chișinău la 2 martie 2026",Grant,FICR,02.03.2026,347-350,,https://monitorul.gov.md/ro/search
"nr. 406, 29 iulie 2026",30.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Internaţională pentru Reconstrucţie şi Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM), și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM), semnat la 26 iunie 2026",Împrumut,BIRD / AID,26.06.2026,347-350,,https://monitorul.gov.md/ro/search
"nr. 405, 29 iulie 2026",30.07.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului VI de reabilitare a drumurilor din Moldova,Împrumut,BERD,,347-350,,https://monitorul.gov.md/ro/search
"nr. 383, 29 iulie 2026",30.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”, semnat la Chișinău la 29 iunie 2026",Împrumut,BEI,29.06.2026,347-350,,https://monitorul.gov.md/ro/search
"nr. 143, 23 iulie 2026",30.07.2026,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea proiectului „Reabilitarea și modernizarea școlilor din Moldova”,Împrumut,BEI,,347-350,,https://monitorul.gov.md/ro/search
"nr. 690-X, 20 iulie 2026",23.07.2026,Decret,Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova,Împrumut,BIRD,,330-333,,https://monitorul.gov.md/ro/search
"nr. 374, 22 iulie 2026",23.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Scrisorii de modificare, semnate la Chișinău la 23 iunie 2026, la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „RLF – Răspuns de urgență – Căile Ferate din Moldova”, semnat la Chișinău la 27 iunie 2023",Împrumut,BERD,27.06.2023,330-333,,https://monitorul.gov.md/ro/search
"nr. 137, 9 iulie 2026",23.07.2026,Lege,Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova,Împrumut,BIRD,,330-333,,https://monitorul.gov.md/ro/search
"nr. 353, 1 iulie 2026",02.07.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții „Reabilitarea și modernizarea școlilor din Moldova”, semnat la Chișinău și Luxemburg la 17 iunie 2026",Împrumut,BEI,17.06.2026,291-293,,https://monitorul.gov.md/ro/search
"nr. 666-X, 24 iunie 2026",26.06.2026,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare privind acordarea grantului prin intermediul Facilității de grant pentru pregătirea proiectelor în vederea realizării proiectului construcției unor capacități noi de înaltă eficiență de generare a energiei termice și electrice pentru Societatea pe Acțiuni „Termoelectrica”,Grant,BIRD,,280-283,,https://monitorul.gov.md/ro/search
"nr. 331, 24 iunie 2026",25.06.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind realizarea proiectului „Livada Moldovei II”,Împrumut,BEI,,277-279,,https://monitorul.gov.md/ro/search
"nr. 97, 4 iunie 2026",18.06.2026,Lege,Lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Împrumut,AFD,,258-260,,https://monitorul.gov.md/ro/search
"nr. 96, 4 iunie 2026",18.06.2026,Lege,Lege pentru ratificarea Acordului de grant dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Grant,AFD,,250-253,,https://monitorul.gov.md/ro/search
"nr. 648-X, 15 iunie 2026",18.06.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Împrumut,AFD,,258-260,,https://monitorul.gov.md/ro/search
"nr. 647-X, 15 iunie 2026",18.06.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant dintre Republica Moldova și Agenția Franceză pentru Dezvoltare în vederea realizării proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor (iDRIP)”,Grant,AFD,,250-253,,https://monitorul.gov.md/ro/search
"nr. 323, 17 iunie 2026",18.06.2026,Hotărâre,"Hotărâre privind inițierea negocierilor şi aprobarea semnării Scrisorii de modificare la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare „RLF – Răspuns de urgenţă – Căile Ferate din Moldova”, semnat la Chișinău la 27 iunie 2023",Împrumut,BERD,27.06.2023,258-260,,https://monitorul.gov.md/ro/search
"nr. 98, 4 iunie 2026",16.06.2026,Lege,Lege pentru ratificarea Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova,Împrumut,BERD,,246-249,,https://monitorul.gov.md/ro/search
"nr. 644-X, 12 iunie 2026",16.06.2026,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova,Împrumut,BERD,,246-249,,https://monitorul.gov.md/ro/search
"nr. 311, 11 iunie 2026",12.06.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova, semnat la 5 iunie 2026",Împrumut,BIRD,05.06.2026,242-245,,https://monitorul.gov.md/ro/search
"nr. 301, 11 iunie 2026",12.06.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții „Reabilitarea și modernizarea școlilor din Moldova”,Împrumut,BEI,,242-245,,https://monitorul.gov.md/ro/search
"nr. 75, 26 mai 2026",29.05.2026,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de înțelegere între Ministerul Dezvoltării Economice și Digitalizării al Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare (SDC) privind consultanța în domeniul bunei guvernări și a dezvoltării economice în Republica Moldova,Asistență tehnică,Elveția,,227-230,,https://monitorul.gov.md/ro/search
"nr. 277, 27 mai 2026",28.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de modificare nr. 1, semnat la Chișinău la 19 decembrie 2025, la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova, semnat la Londra la 22 ianuarie 2024",Împrumut,BERD,19.12.2025,224-226,,https://monitorul.gov.md/ro/search
"nr. 276, 27 mai 2026",28.05.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova,Împrumut,BIRD,,224-226,,https://monitorul.gov.md/ro/search
"nr. 275, 27 mai 2026",28.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova, Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare, acționând în calitate de administrator al Fondului fiduciar multidonator al Programului „Creștere, reziliență și oportunități pentru bunăstare în Moldova (M-GROW)” (finanțare suplimentară pentru proiectul de competitivitate a întreprinderilor micro, mici și mijlocii)",Grant,BIRD / AID,,224-226,,https://monitorul.gov.md/ro/search
"nr. 274, 27 mai 2026",28.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)”, semnat la Chișinău la 14 mai 2026",Împrumut,AFD,14.05.2026,224-226,,https://monitorul.gov.md/ro/search
"nr. 270, 27 mai 2026",28.05.2026,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant investițional dintre Republica Moldova, Banca Europeană de Investiții și Unitatea consolidată pentru implementarea și monitorizarea proiectelor în domeniul energeticii privind implementarea Proiectului „Eficiența energetică în Republica Moldova”",Grant,BEI,,224-226,,https://monitorul.gov.md/ro/search
"nr. 617-X, 25 mai 2026",27.05.2026,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Amendamentului, încheiat prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Internaţională pentru Reconstrucţie şi Dezvoltare (BIRD) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM) și la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare (AID) pentru realizarea Proiectului de competitivitate a întreprinderilor micro, mici și mijlocii (Proiectul ÎMMM)",Împrumut,BIRD / AID,,222-223,,https://monitorul.gov.md/ro/search
"nr. 252, 13 mai 2026",14.05.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)”,Grant,AFD,,206-209,,https://monitorul.gov.md/ro/search
"nr. 251, 13 mai 2026",14.05.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)”,Împrumut,AFD,,206-209,,https://monitorul.gov.md/ro/search
"nr. 215, 29 aprilie 2026",30.04.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Programului de operațiuni pentru politici de creștere rezilientă programatică a Republicii Moldova și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,BIRD,,186-189,,https://monitorul.gov.md/ro/search
"nr. 73, 16 martie 2026",10.04.2026,Ordin,Ordin cu privire la semnarea și intrarea în vigoare a Acordului pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”,Grant,FICR,,166-169,,https://monitorul.gov.md/ro/search
"nr. 90, 4 martie 2026",05.03.2026,Hotărâre,"Hotărâre cu privire la aprobarea Acordului pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”, semnat la 2 martie 2026",Grant,FICR,02.03.2026,105-107,,https://monitorul.gov.md/ro/search
"nr. 87, 4 martie 2026",05.03.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Guvernul Republicii Moldova și Agenția Japoneză pentru Cooperare Internațională pentru Proiectul „Îmbunătățirea echipamentelor de producție a programelor de televiziune la Instituția Publică Compania «Teleradio-Moldova»”,Grant,JICA,,105-107,,https://monitorul.gov.md/ro/search
"nr. 85, 4 martie 2026",05.03.2026,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză de Dezvoltare pentru realizarea Proiectului „Programul de dezvoltare integrată a agriculturii și irigațiilor – (iDRIP)” și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,AFD,,105-107,,https://monitorul.gov.md/ro/search
"nr. 80, 25 februarie 2026",26.02.2026,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului pentru proiectul de cooperare și finanțare dintre Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR) și Ministerul Muncii și Protecției Sociale al Republicii Moldova privind Proiectul „Sprijin pentru funcționarea centrelor de plasament temporar pentru refugiați și acordarea asistenței în sezonul rece în Republica Moldova”,Grant,FICR,,96-99,,https://monitorul.gov.md/ro/search
"nr. 23, 4 februarie 2026",19.02.2026,Ordin,"Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, acționând în calitate de entitate de implementare a Fondului Global de Mediu, pentru implementarea Proiectului „Restaurarea ecosistemelor pentru prevenirea poluării marine”",Grant,BIRD,,84-87,,https://monitorul.gov.md/ro/search
"nr. 25, 29 ianuarie 2026",05.02.2026,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția de Cooperare Internațională a Germaniei (GIZ) pentru proiectul „Întreprinderi și Comune Puternice pentru Moldova”,Grant,GIZ,,69-71,,https://monitorul.gov.md/ro/search
"nr. 14, 14 ianuarie 2026",15.01.2026,Hotărâre,"Hotărâre pentru aprobarea Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția de Cooperare Internațională a Germaniei (GIZ) pentru implementarea Proiectului „Întreprinderi și comune puternice pentru Moldova”, semnat la Chișinău la 30 decembrie 2025",Grant,GIZ,30.12.2025,45-47,,https://monitorul.gov.md/ro/search
"nr. 182, 26 decembrie 2025",02.01.2026,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția Executivă pentru Consiliul European pentru Inovare și IMM-uri în vederea implementării proiectului „REC4SMEs – Sprijinirea IMM-urilor prin Comunități de Energie Regenerabilă pentru un viitor durabil”,Grant,UE,,3-6,,https://monitorul.gov.md/ro/search
"nr. 819, 29 decembrie 2025",30.12.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția de Cooperare Internațională a Germaniei pentru implementarea Proiectului „Întreprinderi și comune puternice pentru Moldova”,Grant,GIZ,,646-650,,https://monitorul.gov.md/ro/search
"nr. 799, 23 decembrie 2025",23.12.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Programul „Sprijin pentru integrarea în UE”, semnat la Chișinău la 28 noiembrie 2024",Grant,UE,28.11.2024,626-629,,https://monitorul.gov.md/ro/search
"nr. 777, 17 decembrie 2025",18.12.2025,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de modificare nr. 1 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare privind realizarea Proiectului V de reabilitare a drumurilor din Moldova, semnat la Londra la 22 ianuarie 2024",Împrumut,BERD,22.01.2024,620-622,,https://monitorul.gov.md/ro/search
"nr. 776, 17 decembrie 2025",18.12.2025,Hotărâre,"Hotărâre privind aprobarea Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția Executivă pentru Consiliul European pentru Inovare și IMM-uri în vederea implementării proiectului „REC4SMEs – Sprijinirea IMM-urilor prin Comunități de Energie Regenerabilă pentru un viitor durabil”, semnat la Chișinău la 28 noiembrie 2025 și la Bruxelles la 3 decembrie 2025",Grant,UE,28.11.2025,620-622,,https://monitorul.gov.md/ro/search
"nr. 455-X, 28 noiembrie 2025",03.12.2025,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G în vederea implementării proiectului „Programul pentru tranziția energetică verde”,Împrumut,AFD,,594-597,,https://monitorul.gov.md/ro/search
"nr. 292, 27 noiembrie 2025",03.12.2025,Lege,Lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G în vederea implementării proiectului „Programul pentru tranziția energetică verde”,Împrumut,AFD,,594-597,,https://monitorul.gov.md/ro/search
"nr. 737, 26 noiembrie 2025",27.11.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Instituția Publică Organizația pentru Dezvoltarea Antreprenoriatului și Agenția Executivă pentru Consiliul European pentru Inovare și IMM-uri în vederea implementării proiectului „REC4SMEs – Sprijinirea IMM-urilor prin Comunități de Energie Regenerabilă pentru un viitor durabil”,Grant,UE,,584-586,,https://monitorul.gov.md/ro/search
"nr. 268, 24 octombrie 2025",20.11.2025,Ordin,"Ordin cu privire la semnarea și intrarea în vigoare a Amendamentului nr. 6 la Acordul de cooperare și finanțare, încheiat cu Federația Internațională a Societăților de Cruce Roșie și Semilună Roșie (FICR)",Grant,FICR,,573-575,,https://monitorul.gov.md/ro/search
"nr. 151, 28 octombrie 2025",20.11.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Memorandumului de înțelegere între Organizația pentru Dezvoltarea Antreprenoriatului (ODA) și Agenția Japoneză de Cooperare Internațională (JICA) privind consultanța în domeniul promovării IMM-urilor,Asistență tehnică,JICA,,573-575,,https://monitorul.gov.md/ro/search
"nr. 703, 5 noiembrie 2025",06.11.2025,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de facilitate de credit dintre Republica Moldova și Agenția Franceză pentru Dezvoltare nr. CMD 1016 01 G „Programul pentru tranziția energetică verde”, semnat la 11 august 2025",Împrumut,AFD,11.08.2025,553-556,,https://monitorul.gov.md/ro/search
"nr. 116, 4 septembrie 2025",02.10.2025,Ordin,"Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de Grant pentru proiectul „Facilitarea dezvoltării IMM-urilor din Moldova, faza II”, dintre Banca Germană de Dezvoltare „Kreditanstalt für Wiederaufbau (KfW), Ministerul Dezvoltării Economice și Digitalizării și Organizația pentru Dezvoltarea Antreprenoriatului",Grant,KfW,,515-518,,https://monitorul.gov.md/ro/search
"nr. 573, 3 septembrie 2025",04.09.2025,Hotărâre,"Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, acționând în calitate de entitate de implementare a Fondului Global de Mediu, pentru implementarea Proiectului „Restaurarea ecosistemelor pentru prevenirea poluării marine”",Grant,BIRD,,463-466,,https://monitorul.gov.md/ro/search
"nr. 572, 3 septembrie 2025",04.09.2025,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind Planul de acțiuni multianual pentru perioada 2025-2027,Grant,UE,,463-466,,https://monitorul.gov.md/ro/search
"nr. 120, 19 august 2025",04.09.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de modificare la Acordul de grant dintre Ministerul Mediului și Swedfund International AB,Grant,Suedia,,463-466,,https://monitorul.gov.md/ro/search
"nr. 100, 4 iulie 2025",04.09.2025,Ordin,Ordin cu privire la aducerea la cunoștința publică a datei intrării în vigoare a Acordului de cooperare între Banca Europeană de Investiții și Republica Moldova cu privire la servicii de consultanță pentru sprijinirea pregătirii proiectelor de gestionare integrată a deșeurilor în două regiuni din Moldova (regiunile 4 și 7),Asistență tehnică,BEI,,463-466,,https://monitorul.gov.md/ro/search
"nr. 512, 20 august 2025",21.08.2025,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare privind cofinanțarea Proiectului „Modernizarea și îmbunătățirea serviciilor de reabilitare”,Grant,BIRD,,441-444,,https://monitorul.gov.md/ro/search
