act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
HG240/2020,10.04.2020,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții privind implementarea Proiectului „Deșeuri solide în Republica Moldova”, semnat la 18 octombrie 2019",Împrumut,BEI,18.10.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=121189&lang=ro
DP1541/2020,10.04.2020,Decret,Decret pentru inițierea negocierilor asupra proiectului Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind implementarea Proiectului Răspuns de Urgență la COVID-19,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=121192&lang=ro
HG218/2020,01.04.2020,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Contractului de finanţare a Proiectului „Eficienţa energetică în Republica Moldova” dintre Republica Moldova și Banca Europeană de Investiţii și acordarea împuternicirilor pentru negocierea acestuia,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=128335&lang=ro
HG193/2020,25.03.2020,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege cu privire la ratificarea Amendamentului nr. 1 la Acordul-cadru de împrumut dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei pentru realizarea Proiectului de construcție a penitenciarului din Chișinău, semnat la 11 noiembrie 2019",Împrumut,CEB,11.11.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=121028&lang=ro
HG178/2020,25.03.2020,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului, întocmit prin schimb de scrisori, la Acordul de finanțare (a doua finanțare adițională) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Proiectului „Agricultura competitivă” (credit nr. 5858-MD), semnat la 30 ianuarie 2020",Împrumut,AID,30.01.2020,legis.md,,https://www.legis.md/cautare/getResults?doc_id=121013&lang=ro
HG175/2020,25.03.2020,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de împrumut dintre Guvernul Republicii Moldova şi Agenția Japoneză pentru Cooperare Internațională pentru realizarea Proiectului „Modernizarea tehnicii și a echipamentului agricol”,Împrumut,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=121010&lang=ro
HG174/2020,25.03.2020,Hotărâre,"Hotărâre pentru iniţierea negocierilor şi aprobarea semnării Acordului, întocmit prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Japoniei privind acordarea unui împrumut (Proiectul „Modernizarea tehnicii și a echipamentului agricol”)",Împrumut,Japonia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=121884&lang=ro
HG169/2020,13.03.2020,Hotărâre,Hotărâre pentru inițierea negocierilor și aprobarea semnării Acordului dintre Guvernul Federației Ruse și Guvernul Republicii Moldova privind acordarea Guvernului Republicii Moldova a unui împrumut financiar de stat,Împrumut,Rusia,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=123031&lang=ro
HG151/2020,04.03.2020,Hotărâre,Hotărâre cu privire la iniţierea negocierilor și aprobarea semnării Acordului de grant dintre Guvernul Republicii Moldova și Agenția Japoneză pentru Cooperare Internațională privind implementarea Proiectului „Îmbunătățirea echipamentului de digitalizare al Bibliotecii Naționale”,Grant,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=120646&lang=ro
HG138/2020,04.03.2020,Hotărâre,Hotărâre cu privire la iniţierea negocierilor şi aprobarea semnării Memorandumului de înțelegere dintre Cancelaria de Stat a Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare privind prima fază a Proiectului „Mă implic –proiect de implicare civică în guvernarea locală”,Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=120633&lang=ro
HG131/2020,26.02.2020,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Guvernul Republicii Moldova şi Agenția Japoneză pentru Cooperare Internațională pentru realizarea Proiectului „Modernizarea tehnicii și a echipamentului agricol”,Împrumut,JICA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=120459&lang=ro
HG113/2020,26.02.2020,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1 la Acordul de credit dintre Republica Moldova şi Banca Internaţională pentru Reconstrucţie şi Dezvoltare și la Acordul de finanţare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare în vederea realizării Proiectului de ameliorare a competitivității II (PAC II), semnate la 15 iulie 2014",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=120531&lang=ro
DP1464/2020,24.02.2020,Decret,Decret privind inițierea negocierilor asupra proiectului Acordului de finanțare dintre Republica Moldova și Fondul Internațional pentru Dezvoltarea Agricolă în vederea realizării proiectului „Îmbunătățirea capacităților pentru transformarea zonei rurale (IFAD VIII)”,Asistență financiară,FIDA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=120474&lang=ro
DP1444/2020,30.01.2020,Decret,Decret pentru inițierea negocierilor asupra proiectului Acordului de finanțare (Proiectul Învățămîntul Superior) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=120158&lang=ro
DP1425/2019,27.12.2019,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Amendamentului, prin schimb de scrisori, la Acordul de finanțare (a doua finanțare adițională) dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării proiectului „Agricultura competitivă” (credit nr. 5858-MD)",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119874&lang=ro
DP1419/2019,26.12.2019,Decret,Decret pentru promulgarea Legii privind ratificarea Amendamentului nr. 4 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „Reabilitarea rețelelor electrice de transport ale «Moldelectrica»”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119661&lang=ro
DP1418/2019,26.12.2019,Decret,"Decret privind promulgarea Legii cu privire la ratificarea Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind implementarea Proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza I”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119672&lang=ro
DP1417/2019,26.12.2019,Decret,Decret pentru promulgarea Legii cu privire la ratificarea Acordului de suport al proiectului și rambursare „Instrument de procurare a gazelor în situație de urgență” dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119682&lang=ro
DP1402/2019,24.12.2019,Decret,"Decret pentru promulgarea Legii cu privire la ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare a sistemului electroenergetic, în valoare de 13,1 milioane de euro",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119666&lang=ro
DP1401/2019,24.12.2019,Decret,"Decret pentru promulgarea Legii cu privire la ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare a sistemului electroenergetic, în valoare de 47,9 milioane de euro",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119670&lang=ro
LP195/2019,20.12.2019,Lege,Lege cu privire la ratificarea Acordului de suport al proiectului și rambursare „Instrument de procurare a gazelor în situație de urgență” dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119683&lang=ro
LP180/2019,19.12.2019,Lege,"Lege cu privire la ratificarea Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” şi Banca Europeană pentru Reconstrucție și Dezvoltare privind implementarea Proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza I”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119673&lang=ro
LP179/2019,19.12.2019,Lege,"Lege cu privire la ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare a sistemului electroenergetic, în valoare de 47,9 milioane de euro",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119671&lang=ro
LP177/2019,19.12.2019,Lege,"Lege cu privire la ratificarea Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare a sistemului electroenergetic, în valoare de 13,1 milioane de euro",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119667&lang=ro
LP176/2019,19.12.2019,Lege,Lege privind ratificarea Amendamentului nr. 4 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucţie şi Dezvoltare „Reabilitarea reţelelor electrice de transport ale «Moldelectrica»”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119662&lang=ro
DP1394/2019,18.12.2019,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare în vederea realizării Proiectului de ameliorare a competitivității II (PAC II),Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119603&lang=ro
DP1393/2019,18.12.2019,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul de credit dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de ameliorare a competitivității II (PAC II),Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119602&lang=ro
HG659/2019,17.12.2019,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege cu privire la ratificarea Acordului de suport al proiectului și rambursare „Instrument de procurare a gazelor în situație de urgență” dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare, semnat la 11 decembrie 2019",Împrumut,BERD,11.12.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119491&lang=ro
HG640/2019,11.12.2019,Hotărâre,Hotărâre cu privire la aprobarea semnării Acordului de suport al proiectului și rambursare „Instrument de procurare a gazelor în situație de urgență” dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119398&lang=ro
DP1353/2019,10.12.2019,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană „Suport pentru implementarea Acordului de Asociere Republica Moldova – Uniunea Europeană”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119309&lang=ro
LP152/2019,05.12.2019,Lege,Lege pentru ratificarea Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană „Suport pentru implementarea Acordului de Asociere Republica Moldova – Uniunea Europeană”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119310&lang=ro
HG608/2019,04.12.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de suport al proiectului și rambursare „Instrument de procurare a gazelor în situație de urgență” dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare şi acordarea împuternicirilor pentru negocierea acestuia,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119261&lang=ro
HG607/2019,04.12.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Înțelegerii, întocmită prin schimb de note, dintre Guvernul Republicii Moldova și Guvernul Republicii Federale Germania privind cooperarea tehnică",Grant,Germania,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119260&lang=ro
HG606/2019,04.12.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării celui de-al cincilea Amendament la Acordul de asistență privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru o guvernare democratică mai eficientă şi mai responsabilă, semnat la 28 septembrie 2016",Grant,SUA,28.09.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119259&lang=ro
HG605/2019,04.12.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării celui de-al cincilea Amendament la Acordul de asistență privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova și Guvernul Statelor Unite ale Americii pentru creșterea comerțului și investițiilor în sectoarele - cheie, semnat la 28 septembrie 2016",Grant,SUA,28.09.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119258&lang=ro
HG603/2019,04.12.2019,Hotărâre,"Hotărâre privind inițierea negocierilor și aprobarea semnării Memorandumului de înțelegere dintre Ministerul Sănătății, Muncii și Protecției Sociale al Republicii Moldova și Agenția Elvețiană pentru Dezvoltare și Cooperare cu privire la faza I a proiectului „Progresul cu privire la acoperirea universală cu servicii de sănătate în Moldova”",Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119255&lang=ro
HG591/2019,27.11.2019,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege privind ratificarea Amendamentului nr. 4 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucţie şi Dezvoltare „Reabilitarea reţelelor electrice de transport ale «Moldelectrica»”, semnat la Chişinău la 22 mai 2012",Împrumut,BERD,22.05.2012,legis.md,,https://www.legis.md/cautare/getResults?doc_id=119075&lang=ro
HG538/2019,12.11.2019,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege cu privire la ratificarea Acordului de grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” şi Banca Europeană pentru Reconstrucție și Dezvoltare privind implementarea Proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova şi România, faza I”, semnat la 26 septembrie 2019",Grant,BERD,26.09.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118712&lang=ro
HG537/2019,12.11.2019,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege cu privire la ratificarea Acordului de finanțare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare privind Proiectul de dezvoltare al sistemului electroenergetic (în valoare de 47,9 milioane de euro), semnat la 26 septembrie 2019",Împrumut,AID,26.09.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118711&lang=ro
HG536/2019,12.11.2019,Hotărâre,"Hotărâre pentru aprobarea proiectului de lege cu privire la ratificarea Acordului de finanțare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare privind Proiectul de dezvoltare al sistemului electroenergetic (în valoare de 13,1 milioane euro), semnat la 26 septembrie 2019",Împrumut,AID,26.09.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118709&lang=ro
HG507/2019,01.11.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului nr. 1 la Acordul-cadru de împrumut dintre Republica Moldova și Banca de Dezvoltare a Consiliului Europei pentru realizarea Proiectului de construcție a penitenciarului din Chișinău,Împrumut,CEB,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118540&lang=ro
DP1311/2019,28.10.2019,Decret,Decret privind inițierea negocierilor și aprobarea semnării Amendamentului nr. 4 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare „Reabilitarea rețelelor electrice de transport ale «Moldelectrica»”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118587&lang=ro
HG475/2019,18.10.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Contractului de finanțare dintre Republica Moldova şi Banca Europeană de Investiții privind implementarea proiectului „Deșeuri solide în Republica Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118379&lang=ro
DP1307/2019,18.10.2019,Decret,"Decret privind promulgarea Legii pentru ratificarea Amendamentului la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare și a Amendamentului la Acordul de împrumut dintre Republica Moldova și Banca Internaționalăpentru Reconstrucție și Dezvoltare, convenite prin schimb de scrisori, în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP)",Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118491&lang=ro
LP140/2019,04.10.2019,Lege,"Lege pentru ratificarea Amendamentului la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare și a Amendamentului la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, convenite prin schimb de scrisori, în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=118494&lang=ro
HG451/2019,25.09.2019,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană „Suport pentru implementarea Acordului de Asociere RM-UE”, semnat la 24 iulie 2019",Grant,UE,24.07.2019,legis.md,,https://www.legis.md/cautare/getResults?doc_id=117481&lang=ro
HG421/2019,30.08.2019,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului, prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare, semnat la Chișinău la 28 iunie 2016, și a Amendamentului, prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, semnat la Chișinău la 28 iunie 2016, în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP)",Împrumut,BIRD / AID,28.06.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=116720&lang=ro
DP1259/2019,29.08.2019,Decret,"Decret pentru inițierea negocierilor și aprobarea semnării Acordului de Grant dintre Republica Moldova, Întreprinderea de Stat „Moldelectrica” și Banca Europeană pentru Reconstrucție și Dezvoltare privind implementarea Proiectului „Interconectarea rețelelor de energie electrică dintre Republica Moldova și România, Faza I”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=116930&lang=ro
DP1244/2019,12.08.2019,Decret,Decret pentru aprobarea semnării Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare al sistemului electroenergetic,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115848&lang=ro
DP1238/2019,12.08.2019,Decret,Decret pentru aprobarea semnării Acordului de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare al sistemului electroenergetic,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115793&lang=ro
HG376/2019,01.08.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Addendumului nr.1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Facilitatea pentru cooperare tehnică,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115632&lang=ro
HG375/2019,01.08.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Addendumului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Programul de suport pentru reforma administrației publice,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115631&lang=ro
HG356/2019,26.07.2019,Hotărâre,Hotărâre pentru inițierea negocierilor și aprobarea semnării Addendumului nr. 1 la Acordul de finanțare dintre Guvernul Republicii Moldova și Uniunea Europeană privind Facilitatea pentru cooperare tehnică 2016,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115514&lang=ro
HG355/2019,26.07.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării celui de-al patrulea Amendament la Acordul de asistență privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru o guvernare democratică mai eficientă și mai responsabilă, semnat la 28 septembrie 2016",Grant,SUA,28.09.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115513&lang=ro
HG354/2019,26.07.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării celui de-al patrulea Amendament la Acordul de asistență privind obiectivul de dezvoltare dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru creşterea comerţului şi a investiţiilor în sectoarele cheie, semnat la 28 septembrie 2016",Grant,SUA,28.09.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115512&lang=ro
HG353/2019,23.07.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană „Suport pentru implementarea Acordului de Asociere RM-UE”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115440&lang=ro
HG352/2019,23.07.2019,Hotărâre,Hotărâre pentru inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind susținerea economică incluzivă a regiunilor focale ale Republicii Moldova,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115439&lang=ro
HG351/2019,23.07.2019,Hotărâre,Hotărâre pentru inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Guvernul Republicii Moldova și Comisia Europeană privind consolidarea supremației legii și a mecanismelor anticorupție în Republica Moldova,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115423&lang=ro
DP1218/2019,23.07.2019,Decret,"Decret privind inițierea negocierilor și aprobarea semnării Amendamentului, prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare și Amendamentului, prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115434&lang=ro
DP1215/2019,23.07.2019,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Acordului privind asistența financiară rambursabilă între Republica Moldova și România,Grant,România,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115431&lang=ro
HG341/2019,18.07.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării celui de-al optulea Amendament la Acordul de asistenţă dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru creştere economică,Grant,SUA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115378&lang=ro
HG340/2019,18.07.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării celui de-al nouălea Amendament la Acordul de asistenţă dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru proiectul de susţinere a autorităţilor publice locale,Grant,SUA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115377&lang=ro
HG339/2019,18.07.2019,Hotărâre,Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării celui de-al nouălea Amendament la Acordul de asistenţă dintre Guvernul Republicii Moldova şi Guvernul Statelor Unite ale Americii pentru programul de consolidare a instituţiilor statului de drept,Grant,SUA,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=115376&lang=ro
HG277/2019,29.05.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării Amendamentului la Acordul dintre Ministerul Mediului al Republicii Moldova, Agenția Elvețiană pentru Dezvoltare și Cooperare și Agenția Austriacă pentru Cooperare privind implementarea Proiectului „Consolidarea cadrului instituțional în sectorul alimentării cu apă și sanitație din Republica Moldova” (faza 01), semnat la 13 mai 2016",Asistență tehnică,Elveția,13.05.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=114452&lang=ro
HG127/2019,27.02.2019,Hotărâre,"Hotărâre privind iniţierea negocierilor şi aprobarea semnării Memorandumului de înţelegere dintre Ministerul Sănătăţii, Muncii şi Protecţiei Sociale al Republicii Moldova şi Agenţia Elveţiană pentru Dezvoltare şi Cooperare cu privire la faza finală a Proiectului „Generație Sănătoasă (Servicii de sănătate prietenoase tinerilor din Republica Moldova)”",Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=113117&lang=ro
DP1107/2019,22.02.2019,Decret,Decret pentru inițierea negocierilor asupra proiectului Acordului de finanțare între Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare al sistemului electroenergetic (în valoare de 15 milioane USD),Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112808&lang=ro
DP1106/2019,22.02.2019,Decret,Decret pentru inițierea negocierilor asupra proiectului Acordului de finanțare între Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul de dezvoltare al sistemului electroenergetic (în valoare de 55 milioane USD),Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112807&lang=ro
HG77/2019,11.02.2019,Hotărâre,"Hotărâre cu privire la iniţierea negocierilor asupra proiectului Acordului de finanţare dintre Republica Moldova şi Bank of Communication Со., Ltd. Shandong Provincial Branch privind proiectul „Modernizarea şi construcţia drumului naţional M2, drumul de centură al mun. Chişinău, sectoarele nr. 2, nr. 3 şi nr. 6”",Asistență financiară,China,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112883&lang=ro
HG70/2019,11.02.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor și aprobarea semnării celui de-al şaselea Protocol adiţional între Guvernul Republicii Moldova şi Guvernul Romîniei la Acordul dintre Guvernul Republicii Moldova şi Guvernul Romîniei privind implementarea programului de asistenţă tehnică şi financiară în baza unui ajutor financiar nerambursabil în valoare de 100 milioane de euro acordat de Romînia Republicii Moldova, semnat la Bucureşti la 27 aprilie 2010, astfel cum a fost modificat prin cele cinci Protocoale adiţionale",Asistență tehnică,România,27.04.2010,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112709&lang=ro
HG60/2019,11.02.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării Memorandumului de înțelegere dintre Cancelaria de Stat a Republicii Moldova şi Agenţia Elveţiană pentru Dezvoltare şi Cooperare cu privire la Programul „Valorificarea potenţialului migraţiei în Republica Moldova”, faza a II-a",Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112699&lang=ro
HG59/2019,11.02.2019,Hotărâre,"Hotărâre cu privire la inițierea negocierilor şi aprobarea semnării Amendamentului nr.1 la Acordul de finanțare pentru Programul transnațional Dunărea 2014–2020 dintre Guvernul Republicii Moldova, Uniunea Europeană și Ministerul Economiei Naționale al Ungariei, semnat la Chișinău la 15 decembrie 2016",Grant,UE,15.12.2016,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112698&lang=ro
HG46/2019,30.01.2019,Hotărâre,"Hotărâre pentru inițierea negocierilor asupra proiectelor Acordurilor de finanțare dintre Guvernul Republicii Moldova și China Citic Bank Corporation Limited privind proiectele „Reabilitarea drumului național M5, Frontiera cu Ucraina – Criva – Bălți – Chișinău – Tiraspol – frontiera cu Ucraina, sectorul Criva – Bălți” și „Reabilitarea drumului național R13, Bălți – Florești – R14”",Asistență financiară,China,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=112411&lang=ro
